Smiles,DockingScoreReward,Reward,DockingScoreProperty,Epoch
O=Cc1c(Cl)cc(C(O)C(=O)O)cc1C1CC1,7.1,7.1,-7.1,15
C=Cc1cc(OC(C(=O)O)c2ccc(O)cc2)co1,7.8,7.8,-7.8,15
COc1ccc(C(C(=O)O)c2ccc3cc[nH]c3c2)cc1O,7.8,7.8,-7.8,15
CCC(N)c1c(O)ccc(NN)c1C(Cl)C(=O)O,7.0,7.0,-7.0,15
O=C(O)Cc1cc(NCO)ccc1O,6.6,6.6,-6.6,15
NOc1cc(CC(=O)O)cc(C(=O)C2CC2)c1,7.0,7.0,-7.0,15
O=C(O)Cc1c(-c2ccccc2)ccc(C=CCl)c1O,7.5,7.5,-7.5,15
CC(F)c1c(O)cc(C(F)(F)F)cc1C(C=O)C(=O)O,7.8,7.8,-7.8,15
CS(=O)(=O)c1ccc(C(C(=O)O)N2CCOCC2)cc1C(=O)CC=O,6.8,6.8,-6.8,15
CN(C)NC(=O)c1ccc(C(C(=O)O)C(O)F)cc1CC=O,7.2,7.2,-7.2,15
CC(S)C(=O)C(C(=O)O)c1ccc(Cl)cc1ONC=O,6.5,6.5,-6.5,15
CC(F)c1ccc(C(C)(C)N)c(NN)c1C(C(=O)O)[SH](=O)=O,6.7,6.7,-6.7,15
O=CCC(C(=O)O)c1ccc(NC=O)cc1C=O,6.9,6.9,-6.9,15
O=C(O)Cc1cccc(C(F)(F)F)c1-c1ccccc1NC(=O)O,7.4,7.4,-7.4,15
O=CC(C(=O)O)c1c(O)cc(CC(=O)O)cc1-c1ccccc1,7.5,7.5,-7.5,15
C=CC(C(=O)O)c1cccc(NNC(F)OC=O)c1,7.5,7.5,-7.5,15
C#Cc1c(C=C)cc(C=C)c(CC(=O)O)c1O,7.3,7.3,-7.3,15
O=C(O)Cc1cc(OCF)c(-c2coc(O)c2)cc1C(O)F,7.6,7.6,-7.6,15
C#Cc1cc(CC(=O)O)c([SH](=O)=O)c(NN)c1C=S,6.1,6.1,-6.1,15
O=C(O)c1cccc(C(O)C(=O)O)c1NNC1CCCCCC1,8.5,8.5,-8.5,15
C=CC(Cl)(C=C)c1ccccc1CC(=O)O,7.0,7.0,-7.0,15
CS(=O)c1c(OCF)cc(O)c(N)c1CC(=O)O,6.6,6.6,-6.6,15
NC(=O)Cc1ccc(C(NC(F)(F)F)C(=O)O)cc1,7.2,7.2,-7.2,15
O=CCC(C(=O)O)c1cccc(O)c1-c1cc(O)co1,7.6,7.6,-7.6,15
NC(=S)C(C=O)c1cc(C(C(=O)O)C(F)(F)F)ccc1Cl,7.4,7.4,-7.4,15
COCCC(C(=O)O)c1cc(OOC=O)ccc1O,6.3,6.3,-6.3,15
C=CS(=O)(=O)NC(CC)c1ccc(C=S)cc1CC(=O)O,7.1,7.1,-7.1,15
Cc1c(CC(=O)O)c(C(C)F)cc(Cl)c1C(=O)[O-],7.4,7.4,-7.4,15
CS(=O)c1cc(CC(=O)O)c(O)c(O)c1C1C=CC(C=O)C1,6.3,6.3,-6.3,15
N=CCc1ccc(O)c(C(O)C(=O)O)c1,6.5,6.5,-6.5,15
COCc1ccc(NO)c(Cl)c1CC(=O)O,6.8,6.8,-6.8,15
NC(=O)Nc1cc(OSCl)ccc1CC(=O)O,7.1,7.1,-7.1,15
O=C(O)Cc1cc(Cl)c(C(F)(F)F)cc1Nc1ccon1,7.8,7.8,-7.8,15
O=CCc1cccc(CC(=O)O)c1C(C=O)c1ccoc1,7.5,7.5,-7.5,15
O=CNC(S)c1c(O)cc(C=O)cc1CC(=O)O,6.8,6.8,-6.8,15
O=C(O)Cc1cc(NC(=O)CC2CC2)ccc1-c1ccccc1,7.6,7.6,-7.6,15
C#Cc1cc(-c2ccno2)cc(C(C(=O)O)N(C)CC(=O)O)c1,6.3,6.3,-6.3,15
CCC(N)c1cc(NC=O)c(Cl)c(C(Cl)C(=O)O)c1,6.8,6.8,-6.8,15
CC(F)C(C(=O)[O-])C(C(=O)O)c1cccc(O)c1,7.3,7.3,-7.3,15
C=Cc1c(S(=O)(=O)NC(C=O)CC)ccc(CC(=O)O)c1C1CC1,6.6,6.6,-6.6,15
C=CCc1ccccc1-c1cccc(C(O)C(=O)O)c1,8.8,8.8,-8.8,15
O=C(O)Cc1cc(C=Cc2ccccc2O)cc(-c2cccs2)c1,5.8,5.8,-5.8,15
CC1CCCCC1c1cc(CC(=O)O)c(C(=O)[O-])c(-c2cc(NN)on2)c1,5.1,5.1,-5.1,15
CCC(N)C(=O)N(C)Cc1ccc(C)cc1C(C(=O)O)C(C)S,5.4,5.4,-5.4,15
O=C([O-])c1c(O)ccc(C(C(=O)O)[SH](=O)=O)c1Cl,6.7,6.7,-6.7,15
O=C(O)C(c1cccc(CCO)c1)c1c[nH]c2ccccc12,9.0,9.0,-9.0,15
Cc1ccc(CC(=O)O)c(CNC=O)c1,6.6,6.6,-6.6,15
O=CCc1ccc(CC(=O)O)c(CC2CS(=O)(=O)CC2O)c1,6.9,6.9,-6.9,15
O=C(O)Cc1cc([SH](=O)=O)c(C(=O)[O-])c(NC2CC2)c1C(F)(F)F,7.3,7.3,-7.3,15
CC(C)(O)Nc1ccc(C(C(=O)O)C(=O)C=O)cc1,7.0,7.0,-7.0,15
CCC(N)c1cc(C(NN)C(C)F)ccc1CC(=O)O,7.3,7.3,-7.3,15
O=C(O)C(c1cc(Cl)c(CCF)c(C2CC2)c1)c1cccs1,7.7,7.7,-7.7,15
NC(CNC=O)c1ccc(CC(=O)O)c(O)c1,6.7,6.7,-6.7,15
Smiles,DockingScoreReward,Reward,DockingScoreProperty,Epoch
C#Cc1ccc(NNO)c(S)c1CC(=O)O,6.7,6.7,-6.7,16
CC(C)CNc1cc(CC(=O)O)c(NC2CC2)cc1O,7.1,7.1,-7.1,16
Cc1cc(N)cc(CC(=O)O)c1Cc1ccon1,7.1,7.1,-7.1,16
Cc1cc(C(C(=O)O)c2ccccc2)c(O)cc1O,8.3,8.3,-8.3,16
NC(=O)Nc1cc(C(O)F)cc(NC2CC2)c1C(N[SH](=O)=O)C(=O)O,6.9,6.9,-6.9,16
CC1CCCCC1S(=O)(=O)NNc1ccc(C(O)C(=O)O)cc1,6.8,6.8,-6.8,16
O=C(O)C(CC=S)c1ccc(-c2nc(-c3ccno3)cs2)cc1,-0.0,0.0,5.8,16
O=C(O)Cc1cccc(C(=O)[O-])c1C(C(=O)[O-])c1ccoc1,7.8,7.8,-7.8,16
O=COc1c(O)ccc(Cl)c1CC(=O)O,6.5,6.5,-6.5,16
C=CCOc1cc(C(=O)[O-])cc(C(CNC)C(=O)O)c1C=S,6.0,6.0,-6.0,16
CNCc1c(O)c(CC(=O)O)cc(CNC=O)c1-c1nnco1,6.9,6.9,-6.9,16
CC(CN)C(C=O)(NN)C(C(=O)O)c1ccccc1,7.2,7.2,-7.2,16
CNCOC=CC(C(=O)O)c1ccccc1C(C)CN,6.9,6.9,-6.9,16
O=CCc1cc(CC(=O)O)ccc1C(=S)S(=O)C=S,6.7,6.7,-6.7,16
NNONNc1ccc(CC(=O)O)c(-c2ccc3c(c2)OCO3)c1,9.4,9.4,-9.4,16
C=CN(c1cc(-c2ccccc2)ccc1CC(=O)O)C(C)(C)N,6.6,6.6,-6.6,16
C=CC(C(=O)O)c1c(Cl)cc(Oc2ccccc2)cc1C#N,7.0,7.0,-7.0,16
C=Cc1ccc(-c2cc(Cl)c(C=C)cc2CC(=O)O)s1,7.9,7.9,-7.9,16
Nc1ccc(C(NC=S)[SH]=O)c(CC(=O)O)c1,6.2,6.2,-6.2,16
CC(F)c1cccc(-c2cc(C3CC3)cc(CC(=O)O)c2NN)c1,7.6,7.6,-7.6,16
C=Cc1cc(CC(=O)O)ccc1C(C)(F)C(C=O)c1ccoc1,7.8,7.8,-7.8,16
NC(=S)c1c(N2CCCC2=O)cc(CC(=O)O)c(S)c1S,5.8,5.8,-5.8,16
C#Cc1c(S)cc(OCC=C)cc1C(C(=O)O)C1=CC(C(=O)[O-])CC1,5.9,5.9,-5.9,16
O=C(O)Cc1c(C(=O)C(=O)CCF)cc(O)cc1-c1ccc([N+](=O)[O-])cc1,5.0,5.0,-5.0,16
O=C(O)Cc1ccc(-c2ccco2)cc1CCC=S,7.4,7.4,-7.4,16
C#Cc1cc(C=C)c(CC(=O)O)c(CNC=O)c1OC=O,6.6,6.6,-6.6,16
C=Cc1c(C(C)F)ccc(C(CCF)C(=O)O)c1NC1CC1,8.0,8.0,-8.0,16
O=C(O)C(C=CO)c1ccc(CC(=O)C(F)(F)F)cc1,7.4,7.4,-7.4,16
N=CCC(F)C(=O)C(=O)c1ccc(S)c(CC(=O)O)c1,7.0,7.0,-7.0,16
CNC(=O)c1ccc(C(S)C(=O)O)c(NN)c1O,6.8,6.8,-6.8,16
O=C(O)Cc1c(C(F)(F)F)cc(Cl)c([SH](=O)=O)c1Cl,7.5,7.5,-7.5,16
COCCOc1cc(CC(=O)O)ccc1OCC(C)C,6.0,6.0,-6.0,16
NN(C=O)c1ccc(N2CCCC2)cc1CC(=O)O,7.1,7.1,-7.1,16
C=CC(=S)Cc1cc(CC(=O)O)ccc1C(F)(F)F,7.4,7.4,-7.4,16
C=Cc1cc(NC2CC2)c(CC(=O)O)c(C2CC2)c1NN,7.7,7.7,-7.7,16
O=CNCc1ccc(O)c(-c2ccccc2)c1CC(=O)O,7.5,7.5,-7.5,16
NNc1ccc(-c2ccc(OC3CC3)cc2)c(CC(=O)O)c1,6.4,6.4,-6.4,16
O=C(O)Cc1ccc(-c2coc(O)c2)cc1NNc1ccno1,7.5,7.5,-7.5,16
COCCc1cc(NN)c(CC(=O)O)c(NNc2nccs2)c1,6.6,6.6,-6.6,16
NNc1ccc(-c2cccc(O)c2)c(C(=O)ONC2CC2)c1CC(=O)O,7.1,7.1,-7.1,16
NNc1ccc(C(=O)Cl)c(-c2ccccc2)c1CC(=O)O,7.6,7.6,-7.6,16
CCOC(=O)c1c(CC(=O)O)ccc(N)c1CC1CC1,7.1,7.1,-7.1,16
NNNNc1cc(C(C(=O)O)C2COc3ccccc3O2)ccc1C(F)(F)F,9.3,9.3,-9.3,16
C=CCOc1c(OC(F)C=O)ccc(CC(=O)O)c1C(O)F,7.2,7.2,-7.2,16
NNC(=S)c1ccc(C(C(=O)O)C2=CC(C(=O)[O-])CC2)c(NN)c1,7.9,7.9,-7.9,16
O=C(O)Cc1ccc(-c2cc(O)ccc2NC(=O)NCl)cc1,7.1,7.1,-7.1,16
O=C(O)Cc1ccc(CC(=O)Cl)c(-c2csc(N[SH](=O)=O)n2)c1,7.2,7.2,-7.2,16
COCc1cccc(C#N)c1C(Nc1nnco1)C(=O)O,7.2,7.2,-7.2,16
C#Cc1cc(NNC=N)c(CC(=O)O)cc1C(O)F,7.0,7.0,-7.0,16
C#Cc1ccc(N)c(C(NNC=O)C(=O)O)c1,6.8,6.8,-6.8,16
C=Cc1cc(C(O)C(=O)O)cc(NN)c1C(O)F,7.1,7.1,-7.1,16
O=C(O)C(NC1CC1)c1cc(-c2ccoc2)ccc1C(O)=S,7.2,7.2,-7.2,16
COCCc1ccc(CC(=O)O)cc1S(=O)(=O)C(O)C=O,6.3,6.3,-6.3,16
O=CCc1cc(C2CC2)c([NH2+]C2CCCC2)cc1CC(=O)O,6.7,6.7,-6.7,16
NNc1ccc(CC(=O)O)c(-c2ccc(NO)c(Cl)c2)c1,7.5,7.5,-7.5,16
NNc1cccc(SO)c1C(C(=O)O)c1nccs1,6.7,6.7,-6.7,16
CCC(N)C(=O)c1cc(-c2cc(CC(=O)O)c(C)c(S(C)=O)c2)no1,6.2,6.2,-6.2,16
COCc1c(S(C)(=O)=O)cc(C=S)c(CC(=O)O)c1Cl,6.3,6.3,-6.3,16
CC(F)c1cc(CC=O)c(O)c(C(Cl)C(=O)O)c1,6.6,6.6,-6.6,16
O=C(O)Cc1ccc(C(=O)Cl)cc1ONc1ccccc1,8.1,8.1,-8.1,16
CC(F)c1cc(O)cc(C(O)C(=O)O)c1C#N,6.8,6.8,-6.8,16
O=Cc1cc(N(C=O)C(F)(F)F)ccc1CC(=O)O,7.7,7.7,-7.7,16
C=Cc1c(CC(=O)O)cccc1C(NN)C(=O)O,6.8,6.8,-6.8,16
O=C(O)C(O)c1cccc(CO)c1-c1ccccc1,7.6,7.6,-7.6,16
Smiles,DockingScoreReward,Reward,DockingScoreProperty,Epoch
NCc1cc(C(=O)CNC2CC2)ccc1CC(=O)O,6.9,6.9,-6.9,17
NNc1cc(CC(=O)O)ccc1N(NN)c1ccoc1,6.9,6.9,-6.9,17
C#Cc1ccccc1-c1cc(C(C(C)=O)C(=O)O)ccc1NN,8.7,8.7,-8.7,17
O=CC(C(=O)[O-])C(C(=O)O)c1c(O)cccc1C1CC1,6.8,6.8,-6.8,17
C=CNc1cc(C(F)(F)F)c(C)cc1CC(=O)O,8.1,8.1,-8.1,17
NNc1cc(-c2c(CC(=O)O)ccc(O)c2SCC(N)=O)co1,7.6,7.6,-7.6,17
CS(=O)c1cc(O)ccc1C(Cc1ccccc1)C(=O)O,7.7,7.7,-7.7,17
C#CNc1cccc(CCC(C)C)c1CC(=O)O,7.0,7.0,-7.0,17
C#CC(C(=O)O)c1cccc(C=CCOC)c1-c1cccc(Cl)c1,6.7,6.7,-6.7,17
CC(F)C(C(=O)O)c1cc(-c2ccoc2)ccc1C(=O)CN(C)C(F)(F)F,7.7,7.7,-7.7,17
C=CC(C(=O)c1cc(CC(=O)O)ccc1C=S)C1CCCC1O,7.8,7.8,-7.8,17
C=Cc1c(CC(=O)O)ccc(N)c1OC(C)CN,6.7,6.7,-6.7,17
O=CCCC(F)Nc1ccc(CC(=O)O)c(-c2ccco2)c1,7.8,7.8,-7.8,17
CC(=O)c1c(CC(=O)O)cc(NN)cc1-c1ccoc1,8.0,8.0,-8.0,17
C#Cc1c(S)ccc(NN)c1C(C(=O)O)C1CC1,6.6,6.6,-6.6,17
O=C(O)Cc1cc(C(F)(F)F)c(C2CC2)c(C(=O)[O-])c1Cc1ccccn1,7.7,7.7,-7.7,17
Nc1c(C2CC2)ccc(O)c1C(C(=O)O)c1ccccc1,8.2,8.2,-8.2,17
COc1ccc(CC2CCCO2)c(CC(=O)O)c1,7.1,7.1,-7.1,17
NNN(C(C(=O)O)c1ccccc1NC1CC1)[SH](=O)=O,6.9,6.9,-6.9,17
NNOc1ccc(C2CC2)cc1C(O)C(=O)O,7.5,7.5,-7.5,17
O=C(O)C(CCF)c1cc(CNC2CC2)cc(NC=S)c1,6.6,6.6,-6.6,17
C=Cc1ccc(C=O)c(C(C(=O)O)C2CC2)c1O,7.4,7.4,-7.4,17
C=CC=Cc1ccc(NNC(O)F)c(CC(=O)O)c1,6.8,6.8,-6.8,17
O=C(O)C(NNNC1CC1)c1ccc(-c2ccccc2)cc1Cl,6.6,6.6,-6.6,17
O=C(O)C(c1cc(Cl)ccn1)c1ccccc1NNO,8.0,8.0,-8.0,17
C#Cc1c(CC(=O)O)cc(O)cc1NC(C)=O,7.0,7.0,-7.0,17
Cc1ccccc1C(Cc1cc(O)co1)C(=O)O,7.6,7.6,-7.6,17
NNCc1cccc(-c2ccc(O)cc2)c1CC(=O)O,8.1,8.1,-8.1,17
O=C(O)C(c1ccccc1)C(O)CN1CCOCC1,7.0,7.0,-7.0,17
CC(S)C(=O)C(C(=O)O)c1cccc(CC(F)OC(C)(C)C(F)(F)F)c1,7.8,7.8,-7.8,17
C=Nc1ccc(CC(=O)O)c(NC(=O)O)c1C(N)CC,6.4,6.4,-6.4,17
C=CCOC(C)C(=O)c1c(S)cccc1CC(=O)O,6.9,6.9,-6.9,17
Cc1c(-c2ccccc2)ccc(CC(C)F)c1CC(=O)O,8.6,8.6,-8.6,17
CC(CN)c1cc(O)cc(CC(=O)O)c1Cc1cccc2cccnc12,8.2,8.2,-8.2,17
C=CCOc1c(C2CC2)cc(CC=O)c(CC(=O)O)c1NN,6.9,6.9,-6.9,17
NNc1cccc(C(C(=O)O)c2cc(S(N)(=O)=O)ccc2O)c1,6.6,6.6,-6.6,17
CC(C)(N)c1cc(CNN)c(-c2ccccc2)c(CC(=O)O)c1,7.1,7.1,-7.1,17
O=C(O)Cc1c(-c2ccccn2)cc(-c2ccccc2)c(C(=O)O)c1C(F)(F)F,6.1,6.1,-6.1,17
O=C(O)Cc1cccc(C2CCC([NH2+]C3CCCC3)C2OO)c1,7.3,7.3,-7.3,17
CC(C(=O)O)c1ccc(C(F)(CO)C(=O)[O-])cc1,7.1,7.1,-7.1,17
NNc1ccc(NNNNC(C(=O)O)c2ccccc2)cc1,7.7,7.7,-7.7,17
CC(c1ccccc1C(Cl)C(=O)O)C(N)CO,6.7,6.7,-6.7,17
NNC(c1cccc(C(C(=O)O)C(N)=S)c1)c1ccccn1,7.8,7.8,-7.8,17
C=CCCc1cccc(CC(=O)O)c1C1CCCCC1,7.8,7.8,-7.8,17
NNc1cc(NC(N)=O)c(CC(=O)O)c(C(=O)CC2CC2)c1,7.8,7.8,-7.8,17
C=CCOc1ccc(NN)c(NNc2ncccn2)c1CC(=O)O,7.0,7.0,-7.0,17
O=C(O)Cc1ccccc1N(Cl)C=COc1ccccc1,8.4,8.4,-8.4,17
Cc1cc(C(F)(F)F)c(N[SH](=O)=O)c(CC(=O)O)c1C1CC1,8.0,8.0,-8.0,17
NC(C=O)c1cc(CC(=O)O)c(C(F)(F)F)c(C2CC2)c1,8.2,8.2,-8.2,17
NNC(C(=O)O)c1ccc(C(=O)C(CC=O)C(F)(F)F)cc1,7.1,7.1,-7.1,17
N=CNc1ccc(NN)cc1C(C(=O)[O-])C(=O)O,7.3,7.3,-7.3,17
C#CNc1cc(-c2c(CC(=O)O)cccc2C(=O)[O-])ccn1,7.6,7.6,-7.6,17
COCC(C(=O)O)c1cc([SH](=O)=O)ccc1NS(C)(=O)=O,6.9,6.9,-6.9,17
CC(C)(N)CC(C(=O)O)c1ccc(C(F)(F)F)c([SH](=O)=O)c1,8.4,8.4,-8.4,17
O=CCc1c(C(C(=O)[O-])C(=O)O)ccc(C=O)c1C(F)(F)F,7.9,7.9,-7.9,17
Cc1ccc(-c2cc(NN)c(CC(=O)O)cc2C2CC2)s1,7.9,7.9,-7.9,17
CC(S)C(=O)c1c(CC(=O)O)cc(CC2CCOC2)cc1C(=O)[O-],6.5,6.5,-6.5,17
CC(F)C(C=Cc1ccccc1)C(C(=O)O)c1ccccc1,8.0,8.0,-8.0,17
Cc1c(-c2ccccc2[SH](=O)=O)cccc1C(NN)C(=O)O,7.3,7.3,-7.3,17
NNc1c(C2CC2)cc(NCC=O)c(N)c1CC(=O)O,7.5,7.5,-7.5,17
CC(C(N)C=O)C(C(=O)O)c1ccccc1C(=O)NC=S,6.9,6.9,-6.9,17
O=C(O)Cc1ccc(Cc2ccco2)cc1O[SH](=O)=O,7.3,7.3,-7.3,17
NNC(O)c1cccc(CC(=O)O)c1C1Nc2ccccc2C2C=CCC21,6.7,6.7,-6.7,17
CC(O)C(=O)c1cc(S)cc(CCl)c1CC(=O)O,6.7,6.7,-6.7,17
Smiles,DockingScoreReward,Reward,DockingScoreProperty,Epoch
O=C(O)Cc1cc(C=CC=CO)ccc1C(O)F,7.1,7.1,-7.1,18
NNc1cc(CC(=O)O)c(-c2ccc3c(c2)OCO3)c(NNC(F)(F)F)c1,8.6,8.6,-8.6,18
CN(Cc1cc(C(C(=O)O)C(F)(F)F)ccc1C(F)(F)F)C(O)F,7.9,7.9,-7.9,18
O=C(O)Cc1c(C(=O)O)cc(C(F)(F)F)cc1-c1ccccc1,8.4,8.4,-8.4,18
NNc1cccc(-c2ccc(C(F)CC=O)cc2CC(=O)O)c1,7.2,7.2,-7.2,18
CC(F)c1cc(C(Cl)C(=O)O)c([SH]=O)cc1O,6.8,6.8,-6.8,18
CC(F)C(c1cccc(C(CC=O)C(=O)O)c1)C(F)(F)F,7.6,7.6,-7.6,18
O=C(O)Cc1cc(C(F)(F)F)ccc1N(OCF)C(F)(F)F,8.2,8.2,-8.2,18
O=C(O)C(NC1CC1)c1cc(C(F)(F)F)c(NC2CC2)cc1C(F)(F)F,7.8,7.8,-7.8,18
O=C(O)C(NC1CC1)c1cc(CC(F)(F)F)ccc1C(F)(F)F,8.5,8.5,-8.5,18
COCc1cc(N)c(CC(=O)O)cc1-c1cc(C=S)co1,6.7,6.7,-6.7,18
CC(O)C(=O)CC(C(=O)O)c1cc(C(F)(F)F)ccc1NC1CC1,7.7,7.7,-7.7,18
NNC(=O)c1cc(CC(=O)O)c(-c2ccoc2)cc1C(O)F,7.3,7.3,-7.3,18
CCC(N)C(=O)C(C(=O)C(C)C(N)C(F)(F)F)c1ccccc1CC(=O)O,7.3,7.3,-7.3,18
NNNc1ccccc1C(C(=O)O)c1cccc(Cl)c1NN,8.7,8.7,-8.7,18
C=CC(c1ccc(CC(=O)O)c(NN)c1)C1CCCC1,8.5,8.5,-8.5,18
CS(=O)C(C(=O)O)c1ccc(OCF)cc1CC(=O)C(F)(F)F,6.9,6.9,-6.9,18
CC(F)(NN)NNc1cc(-c2ccco2)ccc1CC(=O)O,8.4,8.4,-8.4,18
NC(=O)NC(c1ccc(CC(=O)O)c(C(=O)O)c1)C(F)(F)F,7.7,7.7,-7.7,18
NNc1cc(CNC2CC2)c(Oc2ccccc2)c(CC(=O)O)c1,6.7,6.7,-6.7,18
C=COCc1cc(CC(=O)O)cc(Oc2ccccc2)c1,7.2,7.2,-7.2,18
Cc1ccc(C(F)(F)F)c(CC(=O)O)c1CC1CC1,7.4,7.4,-7.4,18
O=C(O)Cc1cc(OO)ccc1-c1cccc(C2CCOC2)c1,9.1,9.1,-9.1,18
O=C(O)C(O)c1ccc(C(c2ccccc2)C(F)(F)F)cc1,7.6,7.6,-7.6,18
O=C(O)C(c1cc(O)cc(NO)c1)c1ccno1,7.7,7.7,-7.7,18
NNc1cc(CCl)c(-c2ccoc2)cc1CC(=O)O,7.3,7.3,-7.3,18
O=C(O)C(c1cccc(CO)c1-c1ccco1)C(F)(F)F,8.4,8.4,-8.4,18
Nc1c(CC(=O)O)cc(-c2ccccc2)cc1C(=O)C(F)(F)F,7.4,7.4,-7.4,18
C=CC(c1ccc(CC(=O)O)cc1)c1coc(CNC=O)c1,7.3,7.3,-7.3,18
O=C(O)Cc1c(C(F)(F)F)cc(C2CC2)c(O)c1NC1CC1,7.3,7.3,-7.3,18
Cc1cc(CC(=O)O)cc(C(C(=O)C2CC2)c2ccoc2)c1,7.5,7.5,-7.5,18
NNNOc1ccc(C(C(=O)O)c2ccco2)cc1,7.4,7.4,-7.4,18
O=C(O)C(CN(c1ccccc1)[SH](=O)=O)c1cccc(-c2ccoc2)c1,7.9,7.9,-7.9,18
CC(C=O)OC(C(=O)O)c1cc(C(=O)C2CC2)ccc1O,6.9,6.9,-6.9,18
CC(=O)c1cc(C(O)F)cc(C(C(=O)O)c2ccccc2)c1O,8.0,8.0,-8.0,18
O=C(O)Cc1c(O)ccc(O)c1-c1ccc(Cl)cc1,7.7,7.7,-7.7,18
O=C(O)Cc1cc(C(=O)C(O)F)cc(Cl)c1-c1ccco1,7.7,7.7,-7.7,18
COCc1ccc(C(NNNN)C(=O)O)c(C=N)c1,7.3,7.3,-7.3,18
O=C(O)Cc1cc(-c2ccco2)cc(CC(F)(F)F)c1Cl,7.9,7.9,-7.9,18
CC(c1ccc(O)s1)C(N)c1ccccc1C(O)C(=O)O,7.6,7.6,-7.6,18
NNc1cc(Cl)c(CC(=O)O)c(-c2ccccc2O)c1,7.7,7.7,-7.7,18
C=Cc1cc(CC(=O)O)c(-c2ccoc2)cc1CCCOC,6.8,6.8,-6.8,18
NNNNc1cc(O)c(-c2ccc3c(c2)OCO3)c(CC(=O)O)c1,7.1,7.1,-7.1,18
CC(F)c1cc(NC2CC2)c(NNC(F)(F)F)cc1CC(=O)O,7.5,7.5,-7.5,18
O=C(O)Cc1ccc(C(=O)O)c(Oc2ccccc2)c1NC1CC1,7.2,7.2,-7.2,18
CC(F)C(=O)Nc1cccc(NN)c1C(C(=O)O)c1ccncc1,7.2,7.2,-7.2,18
O=C(O)Cc1ccc(C(F)OO)c(C(F)(F)F)c1-c1ccccc1,8.7,8.7,-8.7,18
CC1CCCC1c1ccc(CC(=O)O)cc1NNC1CC1,7.9,7.9,-7.9,18
C#CCc1cc(N)c(C2CC2)c(CC(=O)O)c1,7.4,7.4,-7.4,18
Cc1cc(-c2ccoc2)c(C(C=O)C(=O)O)cc1S(C)(=O)=O,6.6,6.6,-6.6,18
NNc1cc(-c2ccoc2)c(C(O)C(=O)O)cc1C1CC1,7.4,7.4,-7.4,18
NNc1cccc(C(OO)C(=O)O)c1C(F)(F)F,7.3,7.3,-7.3,18
C=CCOCc1cc(C=CNN)cc(CC(=O)O)c1,6.7,6.7,-6.7,18
CC(=O)c1cccc(C(NNC(F)(F)F)C(=O)O)c1Cl,7.5,7.5,-7.5,18
O=C(O)Cc1cc(C2CC2)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,8.8,8.8,-8.8,18
Cc1cc(-c2ccccc2NN)c(CC(=O)O)cc1Cl,6.9,6.9,-6.9,18
C=CC(C(=O)O)c1ccc(O)c(Cc2cscn2)c1,7.1,7.1,-7.1,18
O=CN(C=S)c1cc(CC(=O)O)cc(NNS)c1,6.5,6.5,-6.5,18
NNN(C(=O)NCc1cccc(CC(=O)O)c1)c1ccoc1,7.4,7.4,-7.4,18
O=C(O)C(NC(F)(F)F)c1ccc(-c2ccco2)c(C(F)(F)F)c1,9.4,9.4,-9.4,18
C=Cc1ccc(CC(=O)O)c(C(=O)[O-])c1C(=S)C(=O)C(N)=O,7.3,7.3,-7.3,18
NC(=O)Nc1cc(-c2ccccc2)c(C(O)C(=O)O)cc1S,7.7,7.7,-7.7,18
O=C(O)Cc1ccc(C(F)(F)F)cc1C(=O)c1cccc(NC2CC2)c1,7.8,7.8,-7.8,18
CC(F)CC(C(=O)O)c1ccccc1S(=O)(=O)N1CCCC1=O,8.1,8.1,-8.1,18
Smiles,DockingScoreReward,Reward,DockingScoreProperty,Epoch
C=Cc1cc(O)c(C(F)(F)F)c(CC(=O)O)c1-c1ccco1,7.9,7.9,-7.9,19
CC(C)(NO)c1cccc(CC(=O)O)c1C(C)(F)C(F)(F)F,7.9,7.9,-7.9,19
C=Cc1ccc(-c2ccccc2CC(=O)O)cc1C=CO,8.3,8.3,-8.3,19
O=C(O)C(c1cccc(O)c1C(F)(F)F)C1CS(=O)(=O)CC1O,7.3,7.3,-7.3,19
C=Cc1cc(CC(=O)O)cc(Cl)c1C(C)(F)CC(C)C,7.8,7.8,-7.8,19
CNCC(C=Cc1ccccc1CC(=O)O)c1ccco1,7.6,7.6,-7.6,19
C#CN(C(C=O)C(C(=O)O)c1ccccc1)C(F)(F)F,6.9,6.9,-6.9,19
O=CCNc1ccc(CC(C(=O)O)c2ccccc2)cc1,7.4,7.4,-7.4,19
CC(F)NC(=O)OC(F)c1cccc(CC(=O)O)c1OC(C)C=O,6.9,6.9,-6.9,19
NNc1cc(CNC2CC2)c(N)c(CC(=O)O)c1,6.8,6.8,-6.8,19
O=C(C=S)CN(C(C(=O)O)c1ccccc1Cl)C(F)(F)F,6.9,6.9,-6.9,19
NNN(S)c1c(CC(=O)O)cccc1N1CCCC1,6.3,6.3,-6.3,19
CC(C)CC(C(=O)O)c1cccc(C(=O)C(=S)NN)c1,7.8,7.8,-7.8,19
C=CC(OC=O)C(C(=O)O)c1ccccc1-c1ccoc1,7.3,7.3,-7.3,19
Cc1cc(C(F)(F)F)c(CC(=O)O)c(C)c1-c1ccccc1,9.1,9.1,-9.1,19
O=C(O)C(c1ccc(NNC=S)cc1C(F)(F)F)C1CC1,7.4,7.4,-7.4,19
